TAXON_ORDER,category,English name,scientific name
32489,subspecies,,Icterus graduacauda nayaritensis
32490,subspecies,,Icterus graduacauda dickeyae
32491,hybrid,Altamira x Audubon's Oriole (hybrid),Icterus gularis x graduacauda
32492,species,Baltimore Oriole,Icterus galbula
32493,hybrid,Bullock's x Baltimore Oriole (hybrid),Icterus bullockii x galbula
32494,slash,Bullock's/Baltimore Oriole,Icterus bullockii/galbula
32495,species,Black-backed Oriole,Icterus abeillei
32496,hybrid,Bullock's x Black-backed Oriole (hybrid),Icterus bullockii x abeillei
32497,slash,Bullock's/Black-backed Oriole,Icterus bullockii/abeillei
32498,species,Scott's Oriole,Icterus parisorum
32499,spuh,new world oriole sp.,Icterus sp.
32500,species,Jamaican Blackbird,Nesopsar nigerrimus
32501,species,Red-winged Blackbird,Agelaius phoeniceus
32502,group (polytypic),Red-winged Blackbird (Red-winged),Agelaius phoeniceus [phoeniceus Group]
32503,subspecies,,Agelaius phoeniceus arctolegus
32504,subspecies,,Agelaius phoeniceus fortis
32505,subspecies,,Agelaius phoeniceus nevadensis
32506,subspecies,,Agelaius phoeniceus caurinus
32507,subspecies,,Agelaius phoeniceus aciculatus
32508,subspecies,,Agelaius phoeniceus neutralis
32509,subspecies,,Agelaius phoeniceus sonoriensis
32510,subspecies,,Agelaius phoeniceus nyaritensis
32511,subspecies,,Agelaius phoeniceus grinnelli
32512,subspecies,,Agelaius phoeniceus phoeniceus
32513,subspecies,,Agelaius phoeniceus littoralis
32514,subspecies,,Agelaius phoeniceus mearnsi
32515,subspecies,,Agelaius phoeniceus floridanus
32516,subspecies,,Agelaius phoeniceus megapotamus
32517,subspecies,,Agelaius phoeniceus richmondi
32518,subspecies,,Agelaius phoeniceus pallidulus
32519,subspecies,,Agelaius phoeniceus nelsoni
32520,subspecies,,Agelaius phoeniceus matudae
32521,subspecies,,Agelaius phoeniceus arthuralleni
32522,subspecies,,Agelaius phoeniceus brevirostris
32523,subspecies,,Agelaius phoeniceus bryanti
32524,group (polytypic),Red-winged Blackbird (California Bicolored),Agelaius phoeniceus californicus/mailliardorum
32525,subspecies,,Agelaius phoeniceus mailliardorum
32526,subspecies,,Agelaius phoeniceus californicus
32527,group (monotypic),Red-winged Blackbird (Mexican Bicolored),Agelaius phoeniceus gubernator
32528,species,Red-shouldered Blackbird,Agelaius assimilis
32529,subspecies,,Agelaius assimilis assimilis
32530,subspecies,,Agelaius assimilis subniger
32531,species,Tricolored Blackbird,Agelaius tricolor
32532,slash,Red-winged/Tricolored Blackbird,Agelaius phoeniceus/tricolor
32533,species,Tawny-shouldered Blackbird,Agelaius humeralis
32534,subspecies,,Agelaius humeralis scopulus
32535,subspecies,,Agelaius humeralis humeralis
32536,slash,Red-shouldered/Tawny-shouldered Blackbird,Agelaius assimilis/humeralis
32537,species,Yellow-shouldered Blackbird,Agelaius xanthomus
32538,subspecies,,Agelaius xanthomus monensis
32539,subspecies,,Agelaius xanthomus xanthomus
32540,species,Screaming Cowbird,Molothrus rufoaxillaris
32541,species,Shiny Cowbird,Molothrus bonariensis
32542,subspecies,,Molothrus bonariensis minimus
32543,subspecies,,Molothrus bonariensis cabanisii
32544,subspecies,,Molothrus bonariensis venezuelensis
32545,subspecies,,Molothrus bonariensis aequatorialis
32546,subspecies,,Molothrus bonariensis occidentalis
32547,subspecies,,Molothrus bonariensis riparius
32548,subspecies,,Molothrus bonariensis bonariensis
32549,slash,Screaming/Shiny Cowbird,Molothrus rufoaxillaris/bonariensis
32550,species,Bronzed Cowbird,Molothrus aeneus
32551,group (polytypic),Bronzed Cowbird (Bronzed),Molothrus aeneus [aeneus Group]
32552,subspecies,,Molothrus aeneus loyei
32553,subspecies,,Molothrus aeneus assimilis
32554,subspecies,,Molothrus aeneus aeneus
32555,group (monotypic),Bronzed Cowbird (Bronze-brown),Molothrus aeneus armenti
32556,slash,Shiny/Bronzed Cowbird,Molothrus bonariensis/aeneus
32557,species,Brown-headed Cowbird,Molothrus ater
32558,subspecies,,Molothrus ater artemisiae
32559,subspecies,,Molothrus ater obscurus
32560,subspecies,,Molothrus ater ater
32561,subspecies,,Molothrus ater californicus
32562,slash,Shiny/Brown-headed Cowbird,Molothrus bonariensis/ater
32563,slash,Bronzed/Brown-headed Cowbird,Molothrus aeneus/ater
32564,species,Giant Cowbird,Molothrus oryzivorus
32565,subspecies,,Molothrus oryzivorus impacifus
32566,subspecies,,Molothrus oryzivorus oryzivorus
32567,species,Melodious Blackbird,Dives dives
32568,species,Scrub Blackbird,Dives warczewiczi
32569,subspecies,,Dives warczewiczi warczewiczi
32570,subspecies,,Dives warczewiczi kalinowskii
32571,species,Cuban Blackbird,Ptiloxena atroviolacea
32572,species,Rusty Blackbird,Euphagus carolinus
32573,subspecies,,Euphagus carolinus carolinus
32574,subspecies,,Euphagus carolinus nigrans
32575,species,Brewer's Blackbird,Euphagus cyanocephalus
32576,slash,Rusty/Brewer's Blackbird,Euphagus carolinus/cyanocephalus
32577,species,Common Grackle,Quiscalus quiscula
32578,group (polytypic),Common Grackle (Purple),Quiscalus quiscula quiscula/stonei
32579,subspecies,,Quiscalus quiscula stonei
32580,subspecies,,Quiscalus quiscula quiscula
32581,group (monotypic),Common Grackle (Bronzed),Quiscalus quiscula versicolor
32582,species,Boat-tailed Grackle,Quiscalus major
32583,group (monotypic),Boat-tailed Grackle (major),Quiscalus major major
32584,group (polytypic),Boat-tailed Grackle (torreyi/alabamensis),Quiscalus major torreyi/alabamensis
32585,subspecies,,Quiscalus major alabamensis
32586,subspecies,,Quiscalus major torreyi
32587,group (monotypic),Boat-tailed Grackle (westoni),Quiscalus major westoni
32588,species,Great-tailed Grackle,Quiscalus mexicanus
32589,group (polytypic),Great-tailed Grackle (Western),Quiscalus mexicanus [graysoni Group]
32590,subspecies,,Quiscalus mexicanus nelsoni
32591,subspecies,,Quiscalus mexicanus graysoni
32592,subspecies,,Quiscalus mexicanus obscurus
32593,group (polytypic),Great-tailed Grackle (Great-tailed),Quiscalus mexicanus [mexicanus Group]
32594,subspecies,,Quiscalus mexicanus monsoni
32595,subspecies,,Quiscalus mexicanus prosopidicola
32596,subspecies,,Quiscalus mexicanus mexicanus
32597,subspecies,,Quiscalus mexicanus loweryi
32598,subspecies,,Quiscalus mexicanus peruvianus
32599,hybrid,Brewer's Blackbird x Great-tailed Grackle (hybrid),Euphagus cyanocephalus x Quiscalus mexicanus
32600,hybrid,Boat-tailed x Great-tailed Grackle (hybrid),Quiscalus major x mexicanus
32601,slash,Boat-tailed/Great-tailed Grackle,Quiscalus major/mexicanus
32602,species,Slender-billed Grackle,Quiscalus palustris
32603,species,Nicaraguan Grackle,Quiscalus nicaraguensis
32604,species,Greater Antillean Grackle,Quiscalus niger
32605,subspecies,,Quiscalus niger caribaeus
32606,subspecies,,Quiscalus niger gundlachii
32607,subspecies,,Quiscalus niger caymanensis
32608,subspecies,,Quiscalus niger bangsi
32609,subspecies,,Quiscalus niger crassirostris
32610,subspecies,,Quiscalus niger niger
32611,subspecies,,Quiscalus niger brachypterus
32612,species,Carib Grackle,Quiscalus lugubris
32613,subspecies,,Quiscalus lugubris guadeloupensis
32614,subspecies,,Quiscalus lugubris inflexirostris
32615,subspecies,,Quiscalus lugubris contrusus
32616,subspecies,,Quiscalus lugubris luminosus
32617,subspecies,,Quiscalus lugubris fortirostris
32618,subspecies,,Quiscalus lugubris orquillensis
32619,subspecies,,Quiscalus lugubris insularis
32620,subspecies,,Quiscalus lugubris lugubris
32621,spuh,grackle sp.,Quiscalus sp.
32622,species,Red-bellied Grackle,Hypopyrrhus pyrohypogaster
32623,species,Velvet-fronted Grackle,Lampropsar tanagrinus
32624,subspecies,,Lampropsar tanagrinus tanagrinus
32625,subspecies,,Lampropsar tanagrinus guianensis
32626,subspecies,,Lampropsar tanagrinus boliviensis
32627,subspecies,,Lampropsar tanagrinus violaceus
32628,subspecies,,Lampropsar tanagrinus macropterus
32629,species,Oriole Blackbird,Gymnomystax mexicanus
32630,species,Mountain Grackle,Macroagelaius subalaris
32631,species,Golden-tufted Grackle,Macroagelaius imthurni
32632,species,Austral Blackbird,Curaeus curaeus
32633,subspecies,,Curaeus curaeus curaeus
32634,subspecies,,Curaeus curaeus recurvirostris
32635,subspecies,,Curaeus curaeus reynoldsi
32636,species,Scarlet-headed Blackbird,Amblyramphus holosericeus
32637,species,Forbes's Blackbird,Anumara forbesi
32638,species,Chopi Blackbird,Gnorimopsar chopi
32639,subspecies,,Gnorimopsar chopi sulcirostris
32640,subspecies,,Gnorimopsar chopi chopi
32641,species,Bolivian Blackbird,Oreopsar bolivianus
32642,species,Grayish Baywing,Agelaioides badius
32643,subspecies,,Agelaioides badius badius
32644,subspecies,,Agelaioides badius bolivianus
32645,species,Pale Baywing,Agelaioides fringillarius
32646,slash,Grayish/Pale Baywing,Agelaioides badius/fringillarius
32647,species,Pale-eyed Blackbird,Agelasticus xanthophthalmus
32648,species,Unicolored Blackbird,Agelasticus cyanopus
32649,group (polytypic),Unicolored Blackbird (Azara's),Agelasticus cyanopus atroolivaceus/unicolor
32650,subspecies,,Agelasticus cyanopus unicolor
32651,subspecies,,Agelasticus cyanopus atroolivaceus
32652,group (monotypic),Unicolored Blackbird (Yellow-breasted),Agelasticus cyanopus cyanopus
32653,species,Yellow-winged Blackbird,Agelasticus thilius
32654,subspecies,,Agelasticus thilius alticola
32655,subspecies,,Agelasticus thilius thilius
32656,subspecies,,Agelasticus thilius petersii
32657,species,Chestnut-capped Blackbird,Chrysomus ruficapillus
32658,subspecies,,Chrysomus ruficapillus frontalis
32659,subspecies,,Chrysomus ruficapillus ruficapillus
32660,species,Yellow-hooded Blackbird,Chrysomus icterocephalus
32661,subspecies,,Chrysomus icterocephalus bogotensis
32662,subspecies,,Chrysomus icterocephalus icterocephalus
32663,species,Saffron-cowled Blackbird,Xanthopsar flavus
32664,species,Yellow-rumped Marshbird,Pseudoleistes guirahuro
32665,species,Brown-and-yellow Marshbird,Pseudoleistes virescens
32666,spuh,blackbird sp.,Icteridae sp.
32667,species,Ovenbird,Seiurus aurocapilla
32668,subspecies,,Seiurus aurocapilla aurocapilla
32669,subspecies,,Seiurus aurocapilla cinereus
32670,subspecies,,Seiurus aurocapilla furvior
32671,species,Worm-eating Warbler,Helmitheros vermivorum
32672,species,Louisiana Waterthrush,Parkesia motacilla
32673,species,Northern Waterthrush,Parkesia noveboracensis
32674,slash,Louisiana/Northern Waterthrush,Parkesia motacilla/noveboracensis
32675,species,Bachman's Warbler,Vermivora bachmanii
32676,species,Golden-winged Warbler,Vermivora chrysoptera
32677,species,Blue-winged Warbler,Vermivora cyanoptera
32678,hybrid,Golden-winged x Blue-winged Warbler (hybrid),Vermivora chrysoptera x cyanoptera
32679,hybrid,Brewster's Warbler (hybrid),Vermivora chrysoptera x cyanoptera (F1 hybrid)
32680,hybrid,Lawrence's Warbler (hybrid),Vermivora chrysoptera x cyanoptera (F2 backcross)
32681,slash,Golden-winged/Blue-winged Warbler,Vermivora chrysoptera/cyanoptera
32682,species,Black-and-white Warbler,Mniotilta varia
32683,species,Prothonotary Warbler,Protonotaria citrea
32684,species,Swainson's Warbler,Limnothlypis swainsonii
32685,species,Crescent-chested Warbler,Oreothlypis superciliosa
32686,subspecies,,Oreothlypis superciliosa sodalis
32687,subspecies,,Oreothlypis superciliosa mexicana
32688,subspecies,,Oreothlypis superciliosa palliata
32689,subspecies,,Oreothlypis superciliosa superciliosa
32690,subspecies,,Oreothlypis superciliosa parva
32691,species,Flame-throated Warbler,Oreothlypis gutturalis
32692,species,Tennessee Warbler,Leiothlypis peregrina
32693,species,Orange-crowned Warbler,Leiothlypis celata
32694,form,Orange-crowned Warbler (Gray-headed),Leiothlypis celata celata/orestera
32695,group (monotypic),Orange-crowned Warbler (celata),Leiothlypis celata celata
32696,group (monotypic),Orange-crowned Warbler (orestera),Leiothlypis celata orestera
32697,group (monotypic),Orange-crowned Warbler (lutescens),Leiothlypis celata lutescens
32698,group (monotypic),Orange-crowned Warbler (sordida),Leiothlypis celata sordida
32699,species,Colima Warbler,Leiothlypis crissalis
32700,species,Lucy's Warbler,Leiothlypis luciae
32701,species,Nashville Warbler,Leiothlypis ruficapilla
32702,group (monotypic),Nashville Warbler (ruficapilla),Leiothlypis ruficapilla ruficapilla
32703,group (monotypic),Nashville Warbler (ridgwayi),Leiothlypis ruficapilla ridgwayi
32704,hybrid,Orange-crowned x Nashville Warbler (hybrid),Leiothlypis celata x ruficapilla
32705,species,Virginia's Warbler,Leiothlypis virginiae
32706,hybrid,Colima x Virginia's Warbler (hybrid),Leiothlypis crissalis x virginiae
32707,spuh,Leiothlypis sp.,Leiothlypis sp.
32708,species,Semper's Warbler,Leucopeza semperi
32709,species,Connecticut Warbler,Oporornis agilis
32710,species,Gray-crowned Yellowthroat,Geothlypis poliocephala
32711,subspecies,,Geothlypis poliocephala poliocephala
32712,subspecies,,Geothlypis poliocephala ralphi
32713,subspecies,,Geothlypis poliocephala palpebralis
32714,subspecies,,Geothlypis poliocephala caninucha
32715,subspecies,,Geothlypis poliocephala icterotis
32716,subspecies,,Geothlypis poliocephala ridgwayi
32717,species,Masked Yellowthroat,Geothlypis aequinoctialis
32718,group (monotypic),Masked Yellowthroat (Masked),Geothlypis aequinoctialis aequinoctialis
32719,group (polytypic),Masked Yellowthroat (Black-lored),Geothlypis aequinoctialis auricularis/peruviana
32720,subspecies,,Geothlypis aequinoctialis peruviana
32721,subspecies,,Geothlypis aequinoctialis auricularis
32722,group (monotypic),Masked Yellowthroat (Southern),Geothlypis aequinoctialis velata
32723,species,MacGillivray's Warbler,Geothlypis tolmiei
32724,species,Mourning Warbler,Geothlypis philadelphia
32725,hybrid,Connecticut x Mourning Warbler (hybrid),Oporornis agilis x Geothlypis philadelphia
32726,hybrid,MacGillivray's x Mourning Warbler (hybrid),Geothlypis tolmiei x philadelphia
32727,slash,Connecticut/MacGillivray's/Mourning Warbler,Oporornis/Geothlypis sp. (Mourning-type)
32728,slash,MacGillivray's/Mourning Warbler,Geothlypis tolmiei/philadelphia
32729,species,Kentucky Warbler,Geothlypis formosa
32730,hybrid,Mourning x Kentucky Warbler (hybrid),Geothlypis philadelphia x formosa
32731,species,Olive-crowned Yellowthroat,Geothlypis semiflava
32732,group (monotypic),Olive-crowned Yellowthroat (Baird's),Geothlypis semiflava bairdi
32733,group (monotypic),Olive-crowned Yellowthroat (Chiriqui),Geothlypis semiflava chiriquensis
32734,group (monotypic),Olive-crowned Yellowthroat (Olive-crowned),Geothlypis semiflava semiflava
32735,species,Black-polled Yellowthroat,Geothlypis speciosa
32736,species,Belding's Yellowthroat,Geothlypis beldingi
32737,subspecies,,Geothlypis beldingi goldmani
32738,subspecies,,Geothlypis beldingi beldingi
32739,species,Bahama Yellowthroat,Geothlypis rostrata
32740,subspecies,,Geothlypis rostrata coryi
32741,subspecies,,Geothlypis rostrata tanneri
32742,subspecies,,Geothlypis rostrata rostrata
32743,species,Altamira Yellowthroat,Geothlypis flavovelata
32744,species,Common Yellowthroat,Geothlypis trichas
32745,group (polytypic),Common Yellowthroat (arizela Group),Geothlypis trichas [arizela Group]
32746,subspecies,,Geothlypis trichas arizela
32747,subspecies,,Geothlypis trichas sinuosa
32748,subspecies,,Geothlypis trichas modesta
32749,group (polytypic),Common Yellowthroat (melanops Group),Geothlypis trichas [melanops Group]
32750,subspecies,,Geothlypis trichas campicola
32751,subspecies,,Geothlypis trichas occidentalis
32752,subspecies,,Geothlypis trichas scirpicola
32753,subspecies,,Geothlypis trichas chryseola
32754,subspecies,,Geothlypis trichas melanops
32755,group (polytypic),Common Yellowthroat (trichas Group),Geothlypis trichas [trichas Group]
32756,subspecies,,Geothlypis trichas trichas
32757,subspecies,,Geothlypis trichas typhicola
32758,subspecies,,Geothlypis trichas ignota
32759,group (monotypic),Common Yellowthroat (insperata),Geothlypis trichas insperata
32760,group (monotypic),Common Yellowthroat (chapalensis),Geothlypis trichas chapalensis
32761,hybrid,Gray-crowned x Common Yellowthroat (hybrid),Geothlypis poliocephala x trichas
32762,hybrid,Mourning Warbler x Common Yellowthroat (hybrid),Geothlypis philadelphia x trichas
32763,hybrid,MacGillivray's Warbler x Common Yellowthroat (hybrid),Geothlypis tolmiei x trichas
32764,species,Hooded Yellowthroat,Geothlypis nelsoni
32765,subspecies,,Geothlypis nelsoni nelsoni
